,type,name,iso_country,iso_region,municipality,iata_code,coordinates
20325,closed,Babcock H.Q. Airport,US,US-FL,Punta Gorda,,"26.869499, -81.717598"
20326,heliport,Calhoun Sheriff's Heliport,US,US-FL,Altha,,"30.58690071105957, -85.10379791259766"
20327,small_airport,Wright Farms Airport,US,US-FL,Live Oak,,"30.176599502563477, -82.9979019165039"
20328,heliport,Waters Heliport,US,US-FL,Fort Meade,,"27.780083, -81.643278"
20329,small_airport,Squires Aviation Ranch Airport,US,US-FL,Jasper,,"30.512800216674805, -83.19830322265625"
20330,heliport,Bay Pines Veterans Administration Heliport,US,US-FL,St Petersburg,,"27.8080997467041, -82.77449798583984"
20331,heliport,Bartow High School Heliport,US,US-FL,Bartow,,"27.8799991607666, -81.84120178222656"
20332,heliport,Cape Coral Hospital Heliport,US,US-FL,Cape Coral,,"26.638399124145508, -81.94149780273438"
20333,heliport,Lee Memorial Hospital Emergency Heliport,US,US-FL,Fort Myers,,"26.641700744628906, -81.86730194091797"
20334,closed,Wakulla Club Airport,US,US-FL,St. Marks,,"30.198, -84.253502"
20335,seaplane_base,Lake Apopka South Seaplane Base,US,US-FL,Winter Garden,,"28.5734722, -81.5949445"
20336,small_airport,River Acres Airport,US,US-FL,Okeechobee,,"27.325300216674805, -81.02870178222656"
20337,small_airport,O'Brien Airpark East/West Airport,US,US-FL,Branford,,"30.04829979, -82.98390198"
20338,small_airport,Kings Port Airport,US,US-FL,Lake Placid,,"27.18280029296875, -81.3906021118164"
20339,heliport,Los Olas Center Heliport,US,US-FL,Fort Lauderdale,,"26.11870002746582, -80.13870239257812"
20340,small_airport,Gamebird Groves Airstrip,US,US-FL,West Melbourne,,"28.065900802612305, -80.90229797363281"
20341,closed,Gulf Aerospace Heliport,US,US-FL,Oldsmar,,"28.0411, -82.655098"
20342,heliport,Thomas Contracting Heliport,US,US-FL,Jacksonville,,"30.157778, -81.537778"
20343,small_airport,Wimauma Air Park,US,US-FL,Wimauma,,"27.711999893188477, -82.28289794921875"
20344,seaplane_base,Kennedy Seaplane Base,US,US-FL,Groveland,,"28.603099822998047, -81.84950256347656"
20345,seaplane_base,Jordan Seaplane Base,US,US-FL,Belleview,,"29.01409912109375, -81.97810363769531"
20346,seaplane_base,Manatee Seaplane Base,US,US-FL,Old Town,,"29.505800247192383, -82.98390197753906"
20347,small_airport,Gleim Field,US,US-FL,Gainesville,,"29.702699661254883, -82.42569732666016"
20348,small_airport,Porter Airport,US,US-FL,Jay,,"30.840464, -87.105797"
20349,small_airport,Stout Airport,US,US-FL,Kissimmee,,"28.25860023498535, -81.38400268554688"
20350,small_airport,Delta Airport,US,US-FL,Lake City,,"30.125200271606445, -82.6636962890625"
20351,heliport,De Soto Memorial Hospital Heliport,US,US-FL,Arcadia,,"27.227500915527344, -81.85060119628906"
20352,small_airport,Deep Woods Ranch Airport,US,US-FL,Deland,,"29.03030014038086, -81.4469985961914"
20353,heliport,Jacksonville Pre-Trial Detention Facility Heliport,US,US-FL,Jacksonville,,"30.32550048828125, -81.65070343017578"
20354,small_airport,Aero Acres Airport,US,US-FL,Fort Pierce,,"27.341999053955078, -80.52200317382812"
20355,small_airport,Collier/Pine Barren Airpark,US,US-FL,Century,,"30.82710075378418, -87.3582992553711"
20356,small_airport,Lafayette Landings Airport,US,US-FL,De Leon Springs,,"29.16860008239746, -81.26480102539062"
20357,heliport,Baptist Medical Center of Nassau Heliport,US,US-FL,Fernandina Beach,,"30.65369987487793, -81.44819641113281"
20358,small_airport,Southerland Strip,US,US-FL,Geneva,,"28.732799530029297, -81.07869720458984"
20359,small_airport,Yellow River Airstrip,US,US-FL,Holt,,"30.68549919128418, -86.74720001220703"
20360,small_airport,Hartzog Field,US,US-FL,Chipley,,"30.718900680541992, -85.60669708251953"
20361,closed,Goose Nest Seaplane Base,US,US-FL,Santa Rosa Beach,,"30.3988, -86.188904"
20362,small_airport,Hilliard's Private Airport,US,US-FL,Moore Haven,,"26.832599639892578, -81.0801010131836"
20363,heliport,Naples Community Hospital Heliport,US,US-FL,Naples,,"26.151028, -81.797769"
20364,seaplane_base,Ferguson Seaplane Base,US,US-FL,Winter Springs,,"28.71470069885254, -81.27010345458984"
20365,heliport,Dr. P. Phillips Hospital Heliport,US,US-FL,Orlando,,"28.429591, -81.477099"
20418,heliport,Francis E Warren Air Force Base,US,US-WY,Cheyenne,,"41.133302, -104.866997"
20424,small_airport,Fernandina Beach Muni Airport,US,US-FL,Fernandina Beach,,"30.611811, -81.461186"
20425,heliport,Knox Army Heliport,US,US-AL,Fort Rucker/Ozark,,"31.31679916381836, -85.6666030883789"
20500,small_airport,Griffins Peace River Ranch Airport,US,US-FL,Zolfo Springs,,"27.418899536132812, -81.83260345458984"
20501,small_airport,Crews Homestead Ranch Airport,US,US-FL,Avon Park,,"27.6210994720459, -81.61060333251953"
20502,small_airport,Fox Field,US,US-FL,Branford,,"29.889400482177734, -82.79869842529297"
20503,small_airport,Department of Corrections Field,US,US-FL,Lake Butler,,"29.991899490356445, -82.36650085449219"
20504,seaplane_base,Pate Lake Seaplane Base,US,US-FL,Caryville,,"30.692100524902344, -85.75689697265625"
20505,closed,Hill Landing Strip,US,US-FL,Lake City,,"30.175501, -82.606499"
20506,small_airport,Golden Harvest Flying Svc Inc Airport,US,US-FL,Jay,,"30.902999877929688, -87.04389953613281"
20507,small_airport,Wings N Sunsets LLC Airport,US,US-FL,Live Oak,,"30.250200271599997, -82.92400360110001"
20508,small_airport,Florida Sheriffs Boys Ranch Airport,US,US-FL,Live Oak,,"30.41550064086914, -83.0165023803711"
20509,small_airport,Kittyhawk Estates Airport,US,US-FL,Live Oak,,"30.33880043029785, -83.14430236816406"
20510,small_airport,Little River Airport,US,US-FL,Mc Alpin,,"30.114999771118164, -82.90899658203125"
20511,small_airport,Thrifts Airport,US,US-FL,Macclenny,,"30.34939956665039, -82.12090301513672"
20512,small_airport,Ingalls Field,US,US-FL,Miccosukee,,"30.590499877929688, -84.03040313720703"
20513,small_airport,Spencer's Airpark,US,US-FL,Middleburg,,"30.068599700927734, -81.96070098876953"
20514,closed,Vosika's Airport,US,US-FL,Chipley,,"30.7799, -85.598"
20515,small_airport,Steep Head Farm Airport,US,US-FL,Clarksville,,"30.42020034790039, -85.30049896240234"
20516,small_airport,Market World Airport,US,US-FL,Auburndale,,"28.0585994720459, -81.81649780273438"
20517,small_airport,Ruckel Airport,US,US-FL,Niceville,,"30.51959991455078, -86.43830108642578"
20518,small_airport,Suwannee Farms Airport,US,US-FL,O'Brien,,"30.090499877929688, -83.05460357666016"
20519,small_airport,Crosswind Farm Airport,US,US-FL,Ocala,,"29.24530029296875, -82.35369873046875"
20520,heliport,Berlin Heliport,US,US-FL,Oceanway,,"30.46299934387207, -81.61509704589844"
20521,heliport,St Lucie Medical Center Heliport,US,US-FL,Port St Lucie,,"27.28860092163086, -80.29389953613281"
20522,small_airport,Strazzulla Groves Airport,US,US-FL,Fort Pierce,,"27.497499465942383, -80.52980041503906"
20523,heliport,West Florida Regional Medical Center Heliport,US,US-FL,Pensacola,,"30.500200271606445, -87.25"
20524,heliport,Fudruckers Heliport,US,US-FL,Destin,,"30.391000747680664, -86.45330047607422"
20525,seaplane_base,Kitching Cove Seaplane Base,US,US-FL,Port St Lucie,,"27.25029945373535, -80.31639862060547"
20526,small_airport,Lake City Airpark,US,US-FL,Lake City,,"30.043800354003906, -82.60399627685547"
20527,small_airport,State Prison Field,US,US-FL,Raiford,,"30.05579948425293, -82.17230224609375"
20528,small_airport,Hales 700 Airport,US,US-FL,Fort Pierce,,"27.3612003326416, -80.5708999633789"
20529,heliport,Hca New Port Richey Hospital Heliport,US,US-FL,New Port Richey,,"28.235000610351562, -82.71790313720703"
20530,small_airport,Mjd STOLport,US,US-FL,Miami,,"25.55459976196289, -80.55390167236328"
20531,heliport,Rgnl Medical Center Bayonet Point Heliport,US,US-FL,New Port Richey,,"28.362199783325195, -82.68830108642578"
20532,small_airport,Watson Flight Strip,US,US-FL,Trenton,,"29.66830062866211, -82.82620239257812"
20533,small_airport,Eglin Test Site B6 Airport,US,US-FL,Valparaiso,,"30.631900787353516, -86.74720001220703"
20534,small_airport,Geraci Airpark,US,US-FL,Lutz,,"28.174999237060547, -82.48777770996094"
20535,small_airport,Tocoi Airport,US,US-FL,St. Augustine,,"29.867472, -81.367361"
20536,small_airport,Treasure Coast Airpark,US,US-FL,Fort Pierce,,"27.238399505615234, -80.49140167236328"
20537,heliport,Care Flight Heliport,US,US-FL,Tampa,,"27.98200035095215, -82.49150085449219"
20538,heliport,Wellington Medical Center Heliport,US,US-FL,West Palm Beach,,"26.63759994506836, -80.20449829101562"
20539,small_airport,Graham Landing Strip - Moore Haven Airport,US,US-FL,Moore Haven,,"26.8409004211, -81.1517028809"
20540,small_airport,Okeelanta Airport,US,US-FL,South Bay,,"26.581199645996094, -80.75589752197266"
20541,seaplane_base,King Seaaero Seaplane Base,US,US-FL,Winter Haven,,"28.03860092163086, -81.75370025634766"
20542,small_airport,Burntwood Ranch Airport,US,US-FL,Lakeland,,"28.258100509643555, -81.93060302734375"
20543,heliport,Smokey's Heliport,US,US-FL,Daytona Beach,,"29.23080062866211, -81.0280990600586"
20544,heliport,Manatee Memorial Hospital Heliport,US,US-FL,Bradenton,,"27.499167, -82.562778"
20545,small_airport,Bartram Farms Air Park,US,US-FL,Saint Augustine,,"29.821178, -81.497058"
20546,small_airport,Ashley Field,US,US-FL,Eustis,,"28.892499923706055, -81.55690002441406"
20547,small_airport,Sierra Airpark,US,US-FL,Worthington Springs,,"28.882200241088867, -82.42970275878906"
20548,heliport,Bernie Little Heliport,US,US-FL,Ocala,,"29.169700622558594, -82.14949798583984"
20549,small_airport,Rossi Field,US,US-FL,Lake City,,"30.1466007232666, -82.57230377197266"
20550,heliport,Wptv Heliport,US,US-FL,West Palm Beach,,"26.713899612426758, -80.06420135498047"
20551,small_airport,Angel's Field,US,US-FL,Tallahassee,,"30.4810009, -84.08679962"
20552,heliport,Joey Anderson Heliport,US,US-FL,Marianna,,"30.734600067138672, -85.18489837646484"
20553,small_airport,Flying Tiger Field,US,US-FL,Worthington,,"29.93549919128418, -82.41069793701172"
20554,seaplane_base,Sanford Seaplane Base,US,US-FL,Sanford,,"28.822799682617188, -81.26329803466797"
20555,small_airport,Williams Hawgwild Airport,US,US-FL,Fort Pierce,,"27.408899307250977, -80.42780303955078"
20556,small_airport,Carter Airport,US,US-FL,Apopka,,"28.618900299072266, -81.50869750976562"
20557,small_airport,Johary Airport,US,US-FL,Belleview,,"29.026399612426758, -81.98789978027344"
20558,small_airport,Buckingham Field,US,US-FL,Fort Myers,,"26.643400192260742, -81.71040344238281"
20559,small_airport,Reynolds Airpark,US,US-FL,Green Cove Springs,,"29.97249984741211, -81.66089630126953"
20560,small_airport,Mc Ginley Airport,US,US-FL,Ocala,,"29.0261001587, -82.2123031616"
20561,small_airport,Bradshaw Tree Farm Airport,US,US-FL,Deland,,"28.948601, -81.413101"
20562,closed,Idle Wild Airport,US,US-FL,Ocala,,"29.289101, -82.322305"
20563,heliport,Hardrives Delta Nr 3 Helistop,US,US-FL,Delray Beach,,"26.43280029296875, -80.09359741210938"
20564,closed,Mac-Ivor & Friends Airstrip,US,US-FL,Hollywood,,"26.0448, -80.373398"
20565,small_airport,Peach Orchard Airport,US,US-FL,Archer,,"29.55970001220703, -82.49949645996094"
20566,small_airport,Evans Properties Inc Airport,US,US-FL,Fort Pierce,,"27.277799606323242, -80.58589935302734"
20567,heliport,Sheriff's South Multi District Office Heliport,US,US-FL,Ocala,,"29.10580062866211, -82.09089660644531"
20568,heliport,Grande Oaks Golf Club Heliport,US,US-FL,Davie,,"26.07979965209961, -80.25479888916016"
20569,heliport,Wfla-Tv 8 Heliport,US,US-FL,Tampa,,"27.943899154663086, -82.46170043945312"
20570,heliport,Pennington Heliport,US,US-FL,De Funiak Springs,,"30.374399185180664, -86.17939758300781"
20571,seaplane_base,Mezrah Seaplane Base,US,US-FL,Tampa,,"27.947500228881836, -82.39089965820312"
20572,closed,Lykes Palmdale Airport,US,US-FL,Palmdale,,"26.9478, -81.318703"
20573,small_airport,Indian River Aerodrome,US,US-FL,Vero Beach,,"27.598600387573242, -80.50199890136719"
20574,small_airport,Indian Hammock Airport,US,US-FL,Fort Drum,,"27.54199981689453, -80.83309936523438"
20575,small_airport,Seven Springs Ranch Airport,US,US-FL,Ocala,,"28.963899612426758, -82.21949768066406"
20576,small_airport,Calusa Ranch Airport,US,US-FL,Miles City,,"26.054500579833984, -81.06780242919922"
20577,small_airport,Lewis Airport,US,US-FL,Brandon,,"27.89859962463379, -82.18260192871094"
20578,heliport,Lockheed Martin-Ocala Heliport,US,US-FL,Ocala,,"29.085814, -81.984253"
20579,small_airport,Lee Farms Airport,US,US-FL,Lowell,,"29.334699630737305, -82.16680145263672"
20580,small_airport,Triple B Airpark,US,US-FL,Crestview,,"30.78190040588379, -86.46720123291016"
20581,small_airport,Oak Ridge Airport,US,US-FL,Interlachen,,"29.580536, -81.861181"
20582,heliport,Wsvn Television Channel 7 Heliport,US,US-FL,Miami,,"25.850400924682617, -80.15450286865234"
20583,small_airport,Flying-A-Ranch Airport,US,US-FL,Fernandina Beach,,"30.60110092163086, -81.57039642333984"
20584,heliport,Baptist Hospital Heliport,US,US-FL,Pensacola,,"30.429399490356445, -87.2311019897461"
20585,small_airport,Woodstock Airport,US,US-FL,Fort Myers,,"26.582599639892578, -82.09839630126953"
20586,heliport,Intra Coastal Police Sub-Station Heliport,US,US-FL,North Miami Beach,,"25.91699981689453, -80.1498031616211"
20587,small_airport,Bob Paul Airport,US,US-FL,La Belle,,"26.683700561523438, -81.44979858398438"
20588,closed,Triple M Airport,US,US-FL,Vero Beach,,"27.554199, -80.439796"
20589,small_airport,Salty Approach Airport,US,US-FL,Fort Myers,,"26.6033992767, -82.2201004028"
20590,small_airport,Hendry Correctional Institution Airport,US,US-FL,Sunniland,,"26.309799194335938, -81.22730255126953"
20591,heliport,L M Hughey Heliport,US,US-FL,Tampa,,"27.9414005279541, -82.535400390625"
20592,heliport,Mount Sinai Medical Center Heliport,US,US-FL,Miami Beach,,"25.81450080871582, -80.14119720458984"
20593,heliport,Florida Power & Light County Heliport,US,US-FL,Miami,,"25.7682331637, -80.34499235450001"
20594,small_airport,Broocke Air Patch Airport,US,US-FL,Winter Beach,,"27.708599090576172, -80.45279693603516"
20595,closed,Jay Airport,US,US-FL,Jay,,"30.9557, -87.130501"
20596,small_airport,Tangerine Airport,US,US-FL,Zellwood,,"28.760299682617188, -81.60590362548828"
20597,heliport,Kelly Tractor County Heliport,US,US-FL,Miami,,"25.8265782543, -80.3334850073"
20598,small_airport,Flying-H Airport,US,US-FL,Fruitland Park,,"28.876100540161133, -81.88899993896484"
20606,closed,Fort Lee Army Airfield,US,US-VA,Fort Lee,FLE,"37.284, -77.3448"
20665,small_airport,Flat Airport,US,US-AK,Flat,FLT,"62.452598571799996, -157.988998413"
21245,closed,Haley Army Airfield,US,US-IL,Fort Sheridan,FSN,"42.221, -87.817"
21369,small_airport,Branson West Airport,US,US-MO,Branson West,,"36.698497, -93.402249"
21405,small_airport,Flaxman Island Airstrip,US,US-AK,Flaxman Island,,"70.1895, -146.020904"
21768,small_airport,Finleyville Airpark,US,US-PA,Finleyville,,"40.24589920043945, -80.01229858398438"
21773,small_airport,Kintail Farm Airport,US,US-GA,Monroe,,"33.825599670410156, -83.63970184326172"
21774,closed,Flying H Ranch Inc Airport,US,US-GA,Jackson,,"33.1978, -84.084396"
21775,small_airport,Howard Private Airport,US,US-GA,Jackson,,"33.35150146484375, -83.96379852294922"
21776,small_airport,Wilson Airport,US,US-GA,Ringgold,,"34.86949920654297, -85.19969940185547"
21777,small_airport,Mallards Landing Airport,US,US-GA,Locust Grove,,"33.365699768066406, -84.16519927978516"
21778,heliport,Ramada Inn Antebellum Heliport,US,US-GA,Madison,,"33.55350112915039, -83.47160339355469"
21779,small_airport,Monticello Sky Ranch Airport,US,US-GA,Monticello,,"33.33250045776367, -83.72689819335938"
21780,closed,Crawford Hendrix Farm Airport,US,US-GA,Statesboro,,"32.237202, -81.644995"
21781,small_airport,Jumpin J Airport,US,US-GA,Talbotton,,"32.69179916381836, -84.49710083007812"
21782,small_airport,Fly-N-S Ranch Airport,US,US-GA,Clermont,,"34.451698303222656, -83.7885971069336"
21783,small_airport,Ridgeview Farm Airport,US,US-GA,Zebulon,,"33.083499908447266, -84.3582992553711"
21784,heliport,Childrens Health Care Atl At Scottish Rite Heliport,US,US-GA,Atlanta,,"33.90719985961914, -84.35420227050781"
21785,closed,Tallassee Plantation Airport,US,US-GA,Albany,,"31.5835, -84.390503"
21786,closed,Double 'O' Farm Airport,US,US-GA,Albany,,"31.534901, -84.002096"
21787,small_airport,Pinebloom Plantation Airport,US,US-GA,Albany,,"31.402999877929688, -84.32270050048828"
21788,closed,Klockner Airport,US,US-GA,Bostwick,,"33.708698, -83.579101"
21789,small_airport,Taylor Field,US,US-GA,Bostwick,,"33.724300384521484, -83.56680297851562"
21790,small_airport,Flint River Nursery Airport,US,US-GA,Byromville,,"32.168800354003906, -83.97350311279297"
21791,small_airport,Big Creek Flying Ranch Airport,US,US-GA,Clayton,,"34.83290100097656, -83.40959930419922"
21792,small_airport,Hearn Airport,US,US-GA,Claxton,,"32.157100677490234, -81.88870239257812"
21794,small_airport,Alexander Memorial Airport,US,US-GA,Williamson,,"33.183534, -84.377997"
21795,small_airport,Stafford Airport,US,US-GA,Cumberland Island,,"30.811100006103516, -81.46279907226562"
21796,small_airport,Patterson Island Airport,US,US-GA,Darien,,"31.461299896240234, -81.33869934082031"
21797,small_airport,Jordans Airport,US,US-GA,Arlington,,"31.438499450683594, -84.70829772949219"
21798,small_airport,Wyatt Airport,US,US-GA,Summerville,,"34.57830047607422, -85.38390350341797"
21799,heliport,Monroe County Hospital Heliport,US,US-GA,Forsyth,,"33.03120040893555, -83.94490051269531"
21800,small_airport,Fargo Airport,US,US-GA,Fargo,,"30.691299438476562, -82.56759643554688"
21801,heliport,Fort Gordon Hqs Helipad Heliport,US,US-GA,Fort Gordon(Augusta),,"33.4203987121582, -82.13960266113281"
21802,closed,Mathis Airport,US,US-GA,Cumming,,"34.1012, -84.161003"
21803,heliport,East Georgia Regional Medical Center Heliport,US,US-GA,Statesboro,,"32.40530014038086, -81.76830291748047"
21804,small_airport,B & L Strip,US,US-GA,Hollonville,,"33.15620040893555, -84.43099975585938"
21805,small_airport,Eliott Barrow Airport,US,US-GA,Matthews,,"33.20009994506836, -82.2665023803711"
21806,small_airport,Two Rocks Airport,US,US-GA,Palmetto,,"33.47359848022461, -84.67359924316406"
21807,heliport,Candler Co Hospital Heliport,US,US-GA,Metter,,"32.4085006714, -82.06600189210002"
21808,heliport,West Georgia Medical Center Heliport,US,US-GA,Lagrange,,"33.03120040893555, -85.05580139160156"
21809,closed,Tootle Airport,US,US-GA,Reidsville,,"32.032028, -82.044178"
21810,small_airport,Cypress Lakes Airport,US,US-GA,Savannah,,"32.157501220703125, -81.39669799804688"
21811,small_airport,Foothills-Holcomb Airport,US,US-GA,Marble Hill,,"34.3917007446, -84.24169921880001"
21812,heliport,Memorial Hospital Heliport,US,US-GA,Savannah,,"32.02109909057617, -81.0802993774414"
21813,heliport,Walton County Hospital Heliport,US,US-GA,Monroe,,"33.78319931, -83.71790314"
21814,small_airport,Hodges Airpark,US,US-GA,Savannah,,"31.984399795532227, -81.24620056152344"
21815,heliport,Beaver Trail Heliport,US,US-GA,Gainesville,,"34.25419998168945, -83.96849822998047"
21816,small_airport,Daniels Airport,US,US-GA,Swainsboro,,"32.61410140991211, -82.2970962524414"
21817,small_airport,Crowe Airport,US,US-GA,Sylvester,,"31.61680030822754, -83.8832015991211"
21818,small_airport,Briggs Field,US,US-GA,Guyton,,"32.3213996887207, -81.42669677734375"
21819,small_airport,Richards Airport,US,US-GA,Lagrange,,"33.07929992675781, -85.03160095214844"
21820,small_airport,Townsend Air Strip,US,US-GA,Townsend,,"31.54330062866211, -81.53479766845703"
21821,small_airport,Bivins Airport,US,US-GA,Waycross,,"31.185199737548828, -82.27349853515625"
21822,small_airport,Mclendon Airport,US,US-GA,Edison,,"31.586111, -84.790556"
21823,small_airport,Thistle Field,US,US-GA,Yatesville,,"32.92789840698242, -84.14129638671875"
21824,small_airport,Dream Team Airport,US,US-GA,Madison,,"33.59749984741211, -83.5177993774414"
21825,heliport,Vogtle Electric Generating Plant Heliport,US,US-GA,Waynesboro,,"33.12519836425781, -81.74539947509766"
21826,heliport,Saint Joseph's Hospital Heliport,US,US-GA,Atlanta,,"33.91080093383789, -84.35079956054688"
21827,small_airport,Rollins Airport,US,US-GA,Atlanta,,"33.815105, -84.371871"
21828,heliport,Interstate North Heliport,US,US-GA,Atlanta,,"33.900901794433594, -84.46920013427734"
21829,heliport,Northside Hospital Heliport,US,US-GA,Atlanta,,"33.90950012207031, -84.35269927978516"
